EndpointID,EmailAddress,Account Length,PlanOptionA,PlanOptionB,PlanOptionC,UsageWeekdays,UsageWeekends,SharedWithFriend,LastEmailDelivered,LastEmailEngaged,Churn?
1799,churn1799@example.com,270,0,1,0,98,27,0,1569596990,1553699390,0
1800,churn1800@example.com,46,1,1,1,20,29,0,1569596990,1553699390,0
1801,churn1801@example.com,44,1,1,0,68,49,0,1569596990,1553699390,0
1802,churn1802@example.com,55,0,0,0,8,98,0,1569596990,1569551095,0
1803,churn1803@example.com,289,0,0,1,75,68,0,1569596990,1568824519,0
1804,churn1804@example.com,281,1,1,0,70,26,0,1568701419,1553699390,0
1805,churn1805@example.com,294,1,1,1,0,10,0,1569596990,1553699390,1
1806,churn1806@example.com,226,1,1,1,9,95,0,1569596990,1569391733,0
1807,churn1807@example.com,298,1,0,1,17,43,0,1569197285,1553699390,0
1808,churn1808@example.com,140,0,1,0,2,2,0,1569596990,1553699390,0
1809,churn1809@example.com,169,0,1,1,4,28,0,1569596990,1553699390,0
1810,churn1810@example.com,85,0,0,0,87,85,0,1569596990,1553699390,0
1811,churn1811@example.com,224,0,0,0,25,49,1,1569469357,1553699390,0
1812,churn1812@example.com,123,0,0,1,42,4,0,1569596990,1553699390,0
1813,churn1813@example.com,62,1,0,0,94,85,0,1569596990,1553699390,0
1814,churn1814@example.com,236,0,1,0,89,87,0,1569154136,1553699390,0
1815,churn1815@example.com,104,0,1,0,28,62,1,1569596990,1553699390,0
1816,churn1816@example.com,49,1,1,0,47,6,1,1569596990,1569438026,0
1817,churn1817@example.com,167,1,1,1,31,83,0,1569596990,1553699390,0
1818,churn1818@example.com,42,0,1,1,91,88,0,1568738749,1569510099,0
1819,churn1819@example.com,157,1,0,1,4,48,0,1569596990,1568702189,0
1820,churn1820@example.com,80,1,0,1,35,86,1,1569596990,1553699390,0
1821,churn1821@example.com,115,1,1,1,32,20,0,1569596990,1553699390,0
1822,churn1822@example.com,198,1,1,0,47,100,0,1569596990,1553699390,0
1823,churn1823@example.com,256,0,0,0,84,60,0,1569596990,1553699390,0
1824,churn1824@example.com,246,0,1,0,73,7,1,1569585680,1568694425,0
1825,churn1825@example.com,86,1,0,0,46,49,0,1569596990,1553699390,0
1826,churn1826@example.com,156,1,1,1,95,72,0,1569162335,1553699390,0
1827,churn1827@example.com,150,0,0,0,56,11,1,1569596990,1569419949,0
1828,churn1828@example.com,181,1,0,1,31,22,0,1569452668,1569072604,0
1829,churn1829@example.com,111,0,0,1,98,64,0,1569075975,1553699390,0
1830,churn1830@example.com,196,1,1,0,90,8,0,1569596990,1553699390,0
1831,churn1831@example.com,177,0,1,0,36,67,0,1569596990,1553699390,0
1832,churn1832@example.com,245,0,1,1,61,49,0,1569596990,1553699390,0
1833,churn1833@example.com,216,1,1,1,52,88,0,1569596990,1553699390,0
1834,churn1834@example.com,118,1,0,1,70,54,0,1569596990,1553699390,0
1835,churn1835@example.com,108,0,0,0,41,6,0,1569596990,1568689595,0
1836,churn1836@example.com,104,1,1,0,58,37,0,1569320250,1553699390,0
1837,churn1837@example.com,270,1,1,0,45,91,0,1568689716,1553699390,0
1838,churn1838@example.com,116,1,0,0,5,2,0,1569596990,1569442133,0
1839,churn1839@example.com,249,0,1,0,91,62,0,1569373262,1553699390,0
1840,churn1840@example.com,164,0,0,1,45,72,1,1569596990,1553699390,0
1841,churn1841@example.com,54,1,1,0,5,99,0,1569596990,1568888103,0
1842,churn1842@example.com,94,0,0,0,3,91,0,1569596990,1569477287,0
1843,churn1843@example.com,57,1,1,0,91,93,0,1568964838,1553699390,0
1844,churn1844@example.com,120,0,1,1,67,19,0,1569596990,1553699390,0
1845,churn1845@example.com,132,0,0,1,45,14,0,1569596990,1569445215,0
1846,churn1846@example.com,67,0,0,0,83,7,0,1569596990,1553699390,0
1847,churn1847@example.com,152,0,1,0,28,59,0,1569596990,1553699390,0
1848,churn1848@example.com,122,1,0,1,18,23,0,1569596990,1553699390,0
1849,churn1849@example.com,215,0,1,0,36,61,0,1569596990,1553699390,0
1850,churn1850@example.com,213,1,1,1,27,10,0,1569596990,1553699390,1
1851,churn1851@example.com,252,1,1,0,74,48,1,1569596990,1553699390,0
1852,churn1852@example.com,270,0,0,1,12,33,1,1569280326,1568619048,0
1853,churn1853@example.com,215,1,1,1,64,69,0,1569596990,1553699390,0
1854,churn1854@example.com,225,0,1,0,29,34,0,1569596990,1569248320,0
1855,churn1855@example.com,86,0,0,1,4,89,0,1569596990,1553699390,0
1856,churn1856@example.com,95,1,1,1,22,95,0,1569596990,1553699390,0
1857,churn1857@example.com,109,1,1,1,7,32,1,1569596990,1569417414,0
1858,churn1858@example.com,75,0,1,1,51,44,0,1569451628,1553699390,0
1859,churn1859@example.com,265,1,0,1,78,29,1,1569018812,1569515795,0
1860,churn1860@example.com,59,0,1,1,48,41,1,1569596990,1553699390,0
1861,churn1861@example.com,174,0,0,1,30,36,1,1569328623,1553699390,0
1862,churn1862@example.com,284,0,0,1,66,53,0,1569596990,1553699390,0
1863,churn1863@example.com,274,1,0,0,34,42,1,1569390016,1568717907,0
1864,churn1864@example.com,53,1,1,0,11,88,0,1569558534,1553699390,0
1865,churn1865@example.com,147,0,0,0,57,96,1,1569435652,1553699390,0
1866,churn1866@example.com,173,0,0,1,100,94,1,1569596990,1553699390,0
1867,churn1867@example.com,85,0,0,0,29,54,0,1569596990,1553699390,0
1868,churn1868@example.com,146,0,0,0,39,61,0,1569596990,1569162540,0
1869,churn1869@example.com,183,1,1,1,88,64,0,1569596990,1568799927,0
1870,churn1870@example.com,191,1,0,0,41,28,0,1569210331,1553699390,0
1871,churn1871@example.com,252,0,1,0,70,9,0,1569373881,1569062836,0
1872,churn1872@example.com,139,1,0,0,25,2,0,1569002176,1553699390,0
1873,churn1873@example.com,92,0,0,1,14,60,1,1569596990,1553699390,0
1874,churn1874@example.com,50,0,1,0,14,1,0,1569596990,1553699390,0
1875,churn1875@example.com,260,0,0,1,95,3,0,1568894000,1553699390,0
1876,churn1876@example.com,94,1,0,1,1,36,1,1569596990,1553699390,0
1877,churn1877@example.com,161,1,0,0,27,82,1,1569596990,1553699390,0
1878,churn1878@example.com,65,1,0,1,15,60,1,1569596990,1553699390,0
1879,churn1879@example.com,142,0,1,1,62,83,0,1569570512,1553699390,0
1880,churn1880@example.com,250,1,1,1,43,9,0,1569596990,1569273405,0
1881,churn1881@example.com,198,0,1,1,68,34,0,1569596990,1553699390,0
1882,churn1882@example.com,178,0,0,0,37,19,1,1569596990,1553699390,0
1883,churn1883@example.com,263,1,1,0,28,93,0,1569596990,1553699390,0
1884,churn1884@example.com,245,1,0,0,83,37,0,1569345576,1553699390,0
1885,churn1885@example.com,232,0,0,0,53,68,0,1569596990,1553699390,0
1886,churn1886@example.com,117,1,1,1,39,57,0,1569596990,1568602735,0
1887,churn1887@example.com,101,0,1,0,92,3,0,1569596990,1553699390,0
1888,churn1888@example.com,178,0,1,1,74,3,0,1568852231,1568654047,0
1889,churn1889@example.com,145,0,0,1,8,47,0,1569596990,1553699390,0
1890,churn1890@example.com,284,0,1,0,96,55,0,1569581115,1569030402,0
1891,churn1891@example.com,39,0,0,1,59,75,0,1569525296,1553699390,0
1892,churn1892@example.com,52,0,1,1,99,19,0,1569469765,1553699390,0
1893,churn1893@example.com,115,1,1,0,89,7,0,1569596990,1553699390,0
1894,churn1894@example.com,197,0,1,0,91,30,0,1569596990,1553699390,0
1895,churn1895@example.com,259,1,1,0,3,99,0,1568977499,1553699390,0
1896,churn1896@example.com,138,0,0,1,86,14,1,1569596990,1569206838,0
1897,churn1897@example.com,268,1,1,0,98,21,0,1569596990,1568623763,0
1898,churn1898@example.com,265,1,1,1,25,59,0,1569537389,1553699390,0
1899,churn1899@example.com,35,0,1,1,14,21,0,1569250043,1553699390,0
1900,churn1900@example.com,134,1,1,1,64,69,0,1569596990,1569197430,0
1901,churn1901@example.com,98,1,0,1,87,45,0,1569596990,1553699390,0
1902,churn1902@example.com,124,0,1,1,4,15,0,1569596990,1553699390,0
1903,churn1903@example.com,260,1,1,0,22,54,0,1569596990,1553699390,0
1904,churn1904@example.com,144,0,1,1,95,54,0,1568862365,1553699390,0
1905,churn1905@example.com,256,1,1,1,69,25,0,1569596990,1569558120,0
1906,churn1906@example.com,50,1,1,1,53,31,0,1568702861,1569525466,0
1907,churn1907@example.com,270,1,1,0,76,38,0,1569596990,1568973891,0
1908,churn1908@example.com,80,1,1,0,81,28,0,1568954627,1553699390,0
1909,churn1909@example.com,52,0,1,0,93,45,0,1569596990,1553699390,0
1910,churn1910@example.com,132,0,0,0,92,69,0,1569596990,1553699390,0
1911,churn1911@example.com,200,1,0,1,90,12,0,1569596990,1553699390,0
1912,churn1912@example.com,206,1,0,0,87,24,1,1569345771,1569316810,0
1913,churn1913@example.com,76,0,1,0,9,92,1,1569596990,1553699390,0
1914,churn1914@example.com,145,1,1,1,84,27,0,1569596990,1553699390,0
1915,churn1915@example.com,155,1,1,1,88,25,0,1569596990,1553699390,0
1916,churn1916@example.com,34,0,1,1,62,38,0,1569596990,1569406407,0
1917,churn1917@example.com,247,0,1,0,39,34,0,1569596990,1553699390,0
1918,churn1918@example.com,35,0,0,1,81,51,0,1569596990,1553699390,0
1919,churn1919@example.com,257,0,0,1,65,28,0,1569596990,1569326814,0
1920,churn1920@example.com,237,1,0,1,75,16,0,1568723010,1553699390,0
1921,churn1921@example.com,219,1,1,0,5,36,1,1569007011,1553699390,0
1922,churn1922@example.com,278,1,0,1,73,92,0,1569596990,1569338567,0
1923,churn1923@example.com,263,0,0,0,13,77,0,1569596990,1553699390,0
1924,churn1924@example.com,262,1,0,0,59,30,1,1569090675,1553699390,0
1925,churn1925@example.com,101,1,1,1,74,88,0,1569596990,1553699390,0
1926,churn1926@example.com,155,0,1,1,45,82,1,1569596990,1568993174,0
1927,churn1927@example.com,268,1,1,0,89,6,0,1569596990,1569351889,0
1928,churn1928@example.com,271,1,1,1,13,56,0,1569078317,1568667403,0
1929,churn1929@example.com,163,1,0,1,55,58,0,1569596990,1569134960,0
1930,churn1930@example.com,40,0,0,0,47,79,0,1569596990,1569294106,0
1931,churn1931@example.com,213,0,0,1,55,28,0,1569596990,1569443548,0
1932,churn1932@example.com,217,0,0,1,96,71,0,1569596990,1553699390,0
1933,churn1933@example.com,116,0,1,1,23,37,0,1569596990,1553699390,0
1934,churn1934@example.com,295,0,1,1,54,78,0,1569596990,1553699390,0
1935,churn1935@example.com,284,0,0,0,27,22,0,1569596990,1553699390,0
1936,churn1936@example.com,240,0,1,0,92,56,0,1568622617,1553699390,0
1937,churn1937@example.com,217,0,1,0,73,27,1,1568730235,1553699390,0
1938,churn1938@example.com,97,0,0,1,29,40,0,1568990990,1553699390,0
1939,churn1939@example.com,75,0,1,1,28,84,0,1569596990,1569219223,0
1940,churn1940@example.com,219,1,1,1,84,89,0,1569281314,1568837971,0
1941,churn1941@example.com,102,1,0,0,21,79,0,1569596990,1553699390,0
1942,churn1942@example.com,60,1,0,1,53,65,0,1569596990,1553699390,0
1943,churn1943@example.com,287,1,1,1,99,88,0,1569596990,1569371476,0
1944,churn1944@example.com,246,1,0,0,82,92,0,1569596990,1553699390,0
1945,churn1945@example.com,287,1,1,1,66,21,1,1569596990,1553699390,0
1946,churn1946@example.com,138,0,0,1,27,15,0,1569596990,1553699390,0
1947,churn1947@example.com,299,0,1,1,56,3,0,1569596990,1569491121,0
1948,churn1948@example.com,161,0,1,0,9,70,0,1569117453,1569426201,0
1949,churn1949@example.com,248,1,1,1,70,11,0,1569596990,1553699390,0
1950,churn1950@example.com,79,1,0,0,79,22,0,1568626256,1553699390,0
1951,churn1951@example.com,102,1,1,1,98,100,0,1569596990,1553699390,0
1952,churn1952@example.com,216,1,0,0,89,4,0,1569596990,1553699390,0
1953,churn1953@example.com,155,0,0,0,69,19,0,1569102684,1569376335,0
1954,churn1954@example.com,154,0,0,0,65,54,0,1569596990,1569210602,0
1955,churn1955@example.com,46,0,0,1,15,92,1,1568774439,1553699390,0
1956,churn1956@example.com,264,1,1,1,79,76,0,1569596990,1568876917,0
1957,churn1957@example.com,119,0,1,0,67,31,0,1569596990,1569281392,0
1958,churn1958@example.com,152,0,0,1,36,92,0,1569399586,1553699390,0
1959,churn1959@example.com,227,1,1,1,98,75,0,1569050558,1569020375,0
1960,churn1960@example.com,270,0,0,0,63,52,0,1569505314,1553699390,0
1961,churn1961@example.com,116,0,1,1,83,48,0,1569596990,1553699390,0
1962,churn1962@example.com,105,0,0,1,96,77,0,1568772197,1553699390,0
1963,churn1963@example.com,228,1,0,1,4,10,0,1569596990,1553699390,0
1964,churn1964@example.com,137,0,0,0,65,100,0,1569596990,1553699390,0
1965,churn1965@example.com,42,0,0,0,15,64,1,1569596990,1569176489,0
1966,churn1966@example.com,281,1,1,1,33,89,1,1569596990,1568603792,0
1967,churn1967@example.com,42,0,0,1,75,66,0,1569596990,1553699390,0
1968,churn1968@example.com,84,1,1,1,3,18,0,1569596990,1553699390,1
1969,churn1969@example.com,227,1,0,0,52,47,0,1569596990,1553699390,0
1970,churn1970@example.com,261,0,1,1,16,12,0,1569596990,1553699390,0
1971,churn1971@example.com,233,0,0,0,53,51,0,1569596990,1553699390,0
1972,churn1972@example.com,77,1,0,0,24,76,0,1569067359,1568833627,0
1973,churn1973@example.com,89,0,0,1,38,88,0,1569596990,1568854226,0
1974,churn1974@example.com,100,0,0,1,16,62,0,1569596990,1553699390,0
1975,churn1975@example.com,194,0,1,1,41,67,0,1568659669,1553699390,0
1976,churn1976@example.com,263,0,1,0,23,28,0,1569596990,1553699390,0
1977,churn1977@example.com,84,0,1,1,28,41,0,1569596990,1553699390,0
1978,churn1978@example.com,56,0,1,0,56,13,0,1568825538,1553699390,0
1979,churn1979@example.com,224,0,0,0,24,68,0,1569596990,1553699390,0
1980,churn1980@example.com,272,0,0,0,24,17,0,1569596990,1553699390,0
1981,churn1981@example.com,118,0,0,1,64,42,1,1569596990,1553699390,0
1982,churn1982@example.com,67,1,1,1,13,39,0,1569596990,1568965853,0
1983,churn1983@example.com,166,1,1,1,48,52,1,1569596990,1553699390,0
1984,churn1984@example.com,221,1,1,0,14,73,0,1569323296,1569145732,0
1985,churn1985@example.com,188,1,1,1,3,97,0,1569384483,1553699390,0
1986,churn1986@example.com,259,1,0,1,75,80,0,1569596990,1553699390,0
1987,churn1987@example.com,141,1,1,1,24,89,0,1569596990,1553699390,0
1988,churn1988@example.com,61,0,0,0,82,17,0,1569596990,1553699390,0
1989,churn1989@example.com,47,1,1,0,25,33,0,1569596990,1553699390,0
1990,churn1990@example.com,87,1,0,1,94,6,1,1569596990,1569488893,0
1991,churn1991@example.com,115,1,1,0,58,48,0,1569596990,1553699390,0
1992,churn1992@example.com,88,1,0,1,62,10,1,1569596990,1553699390,0
1993,churn1993@example.com,120,0,0,0,93,67,0,1569596990,1553699390,0
1994,churn1994@example.com,300,1,0,0,12,15,1,1569596990,1553699390,0
1995,churn1995@example.com,146,1,0,0,81,33,0,1569596990,1553699390,0
1996,churn1996@example.com,109,0,0,1,2,51,0,1568851786,1569266781,0
1997,churn1997@example.com,226,1,1,1,6,23,0,1568756677,1553699390,0
1998,churn1998@example.com,282,1,1,1,96,86,0,1569596990,1569356674,0
1999,churn1999@example.com,79,0,0,0,8,97,0,1569596990,1553699390,0
2000,churn2000@example.com,252,1,1,1,23,24,0,1569596990,1569012975,0
2001,churn2001@example.com,279,0,0,1,78,44,0,1569068710,1553699390,0
2002,churn2002@example.com,86,1,1,0,52,48,0,1569596990,1553699390,0
2003,churn2003@example.com,204,0,1,1,54,31,0,1568964643,1553699390,0
2004,churn2004@example.com,259,0,1,0,62,21,0,1569378728,1569158904,0
2005,churn2005@example.com,103,1,0,1,25,69,0,1569440467,1553699390,0
2006,churn2006@example.com,293,1,0,1,99,36,0,1569596990,1553699390,0
2007,churn2007@example.com,202,1,1,0,75,30,0,1569596990,1553699390,0
2008,churn2008@example.com,292,1,0,0,52,2,0,1569529528,1569184176,0
2009,churn2009@example.com,67,1,0,0,88,48,0,1568650618,1553699390,0
2010,churn2010@example.com,138,0,0,0,92,31,1,1569596990,1569143060,0
2011,churn2011@example.com,129,1,0,0,73,33,1,1569191942,1553699390,0
2012,churn2012@example.com,111,1,0,0,41,27,0,1569596990,1553699390,0
2013,churn2013@example.com,41,1,0,1,11,5,0,1569596990,1553699390,0
2014,churn2014@example.com,183,0,1,1,6,34,0,1569596990,1553699390,0
2015,churn2015@example.com,209,0,1,1,84,36,1,1569470263,1553699390,0
2016,churn2016@example.com,285,0,0,1,74,23,0,1569074761,1553699390,0
2017,churn2017@example.com,68,0,0,0,83,38,0,1569596990,1553699390,0
2018,churn2018@example.com,259,0,1,0,32,24,1,1569596990,1553699390,0
2019,churn2019@example.com,214,0,1,1,46,86,0,1569596990,1568769555,0
2020,churn2020@example.com,267,0,1,1,88,32,0,1569596990,1569170244,0
2021,churn2021@example.com,58,1,0,0,18,73,1,1569596990,1568601682,0
2022,churn2022@example.com,231,0,0,1,27,61,1,1569596990,1553699390,0
2023,churn2023@example.com,170,1,0,1,98,68,0,1569596990,1569425067,0
2024,churn2024@example.com,131,0,1,1,55,99,0,1569596990,1568833363,0
2025,churn2025@example.com,122,1,0,0,79,97,0,1569596990,1553699390,0
2026,churn2026@example.com,229,1,0,0,47,6,0,1569596990,1553699390,0
2027,churn2027@example.com,117,1,1,0,61,98,1,1569596990,1553699390,0
2028,churn2028@example.com,34,1,0,0,12,26,0,1569596990,1568993008,0
2029,churn2029@example.com,256,1,1,1,73,74,0,1569596990,1553699390,0
2030,churn2030@example.com,86,1,1,1,22,97,0,1569596990,1553699390,0
2031,churn2031@example.com,274,1,1,1,57,98,0,1568938195,1553699390,0
2032,churn2032@example.com,189,1,0,1,56,84,0,1569596990,1568919072,0
2033,churn2033@example.com,160,1,1,0,82,73,0,1569596990,1553699390,0
2034,churn2034@example.com,286,0,0,0,36,35,0,1569596990,1553699390,0
2035,churn2035@example.com,120,1,1,1,74,19,0,1569596990,1568724441,0
2036,churn2036@example.com,258,0,1,1,64,96,0,1569596990,1553699390,0
2037,churn2037@example.com,38,0,0,1,94,20,0,1569596990,1553699390,0
2038,churn2038@example.com,220,0,1,0,92,21,0,1569596990,1553699390,0
2039,churn2039@example.com,86,0,1,1,32,74,0,1569596990,1553699390,0
2040,churn2040@example.com,59,0,1,1,59,48,0,1569596990,1569027907,0
2041,churn2041@example.com,222,0,1,1,99,53,0,1569596990,1569464225,0
2042,churn2042@example.com,223,1,0,1,91,59,0,1569596990,1553699390,0
2043,churn2043@example.com,72,0,0,1,96,6,0,1569596990,1553699390,0
2044,churn2044@example.com,248,1,0,1,76,37,0,1568828010,1553699390,0
2045,churn2045@example.com,232,0,0,0,28,72,0,1569596990,1553699390,0
2046,churn2046@example.com,156,0,0,0,14,25,1,1569596990,1553699390,0
2047,churn2047@example.com,90,1,0,1,48,28,0,1569596990,1553699390,0
2048,churn2048@example.com,251,1,0,0,87,41,0,1569596990,1568658111,0
2049,churn2049@example.com,129,1,1,1,80,66,0,1569127548,1553699390,0
2050,churn2050@example.com,108,1,0,1,12,19,0,1569596990,1568997515,0
2051,churn2051@example.com,246,0,1,1,71,0,0,1569596990,1553699390,0
2052,churn2052@example.com,88,0,1,1,57,0,0,1569596990,1553699390,0
2053,churn2053@example.com,198,1,0,1,15,70,0,1569078007,1553699390,0
2054,churn2054@example.com,183,0,0,1,7,54,0,1569596990,1569177866,0
2055,churn2055@example.com,199,1,1,1,15,76,1,1569596990,1553699390,0
2056,churn2056@example.com,248,1,1,1,7,30,0,1568645724,1553699390,0
2057,churn2057@example.com,69,1,1,0,6,56,0,1569596990,1553699390,0
2058,churn2058@example.com,151,1,1,0,76,8,0,1569596990,1569222305,0
2059,churn2059@example.com,116,0,0,0,7,83,0,1569596990,1569249738,0
2060,churn2060@example.com,299,0,1,1,73,20,0,1569596990,1569170307,0
2061,churn2061@example.com,260,0,1,1,41,74,0,1568960439,1569012413,0
2062,churn2062@example.com,281,1,0,0,52,24,0,1569596990,1569256074,0
2063,churn2063@example.com,99,0,0,0,64,55,1,1569006475,1569179524,0
2064,churn2064@example.com,74,1,1,1,59,77,0,1569596990,1568603891,0
2065,churn2065@example.com,156,1,1,0,5,16,1,1569575471,1553699390,0
2066,churn2066@example.com,295,1,1,1,62,11,0,1569596990,1553699390,0
2067,churn2067@example.com,196,0,1,0,85,34,0,1569596990,1568881453,0
2068,churn2068@example.com,299,1,0,0,37,84,0,1569596990,1553699390,0
2069,churn2069@example.com,67,1,1,1,23,88,0,1569507148,1553699390,0
2070,churn2070@example.com,112,1,0,1,68,73,0,1569596990,1553699390,0
2071,churn2071@example.com,210,1,0,0,64,1,0,1569596990,1553699390,0
2072,churn2072@example.com,30,1,1,1,23,78,0,1569596990,1553699390,0
2073,churn2073@example.com,153,1,0,0,3,27,0,1568858549,1569215356,0
2074,churn2074@example.com,120,0,1,0,6,14,1,1569596990,1553699390,0
2075,churn2075@example.com,139,0,0,1,83,94,0,1569596990,1569247225,0
2076,churn2076@example.com,30,1,0,1,55,83,0,1569596990,1568883197,0
2077,churn2077@example.com,220,0,1,0,29,8,1,1569596990,1569287871,0
2078,churn2078@example.com,54,0,1,0,71,28,0,1569596990,1568893038,0
2079,churn2079@example.com,89,1,1,1,62,88,0,1569596990,1553699390,0
2080,churn2080@example.com,293,1,0,0,42,34,0,1569354044,1553699390,0
2081,churn2081@example.com,150,0,0,1,45,98,0,1569596990,1553699390,0
2082,churn2082@example.com,289,1,0,1,72,62,0,1569025126,1568895939,0
2083,churn2083@example.com,91,0,0,1,80,93,0,1569596990,1553699390,0
2084,churn2084@example.com,251,0,1,0,45,88,0,1569596990,1553699390,0
2085,churn2085@example.com,58,1,0,0,49,67,0,1569596990,1568824465,0
2086,churn2086@example.com,160,1,1,1,18,91,1,1569225337,1568875200,0
2087,churn2087@example.com,112,1,0,1,79,74,0,1569596990,1569382911,0
2088,churn2088@example.com,121,0,1,1,19,85,0,1569596990,1568687949,0
2089,churn2089@example.com,52,1,1,1,60,41,0,1569269477,1553699390,0
2090,churn2090@example.com,287,0,1,1,85,71,0,1569596990,1553699390,0
2091,churn2091@example.com,77,0,0,0,16,87,0,1569596990,1553699390,0
2092,churn2092@example.com,257,1,1,0,68,81,0,1569596990,1569503220,0
2093,churn2093@example.com,40,1,1,1,96,54,0,1568831967,1568709509,0
2094,churn2094@example.com,274,1,1,0,80,10,0,1569046661,1553699390,0
2095,churn2095@example.com,110,1,1,1,79,30,0,1569258102,1553699390,0
2096,churn2096@example.com,226,0,0,0,45,96,0,1569337191,1569432804,0
2097,churn2097@example.com,196,0,1,1,69,23,0,1569596990,1569331221,0
2098,churn2098@example.com,127,1,0,1,65,45,1,1569596990,1553699390,0
2099,churn2099@example.com,151,0,0,1,22,99,1,1569596990,1569519279,0
2100,churn2100@example.com,68,0,0,1,19,91,0,1569596990,1568886595,0
2101,churn2101@example.com,81,0,0,1,56,30,0,1569204519,1568679121,0
2102,churn2102@example.com,151,1,0,0,9,17,0,1569596990,1568864282,0
2103,churn2103@example.com,233,1,0,1,43,42,0,1569491247,1553699390,0
2104,churn2104@example.com,79,0,0,0,40,29,0,1569469372,1568958281,0
2105,churn2105@example.com,292,0,0,1,65,33,0,1569399972,1553699390,0
2106,churn2106@example.com,125,1,1,0,44,62,0,1568632126,1553699390,0
2107,churn2107@example.com,193,1,0,0,28,33,0,1569596990,1553699390,0
2108,churn2108@example.com,270,1,1,0,0,27,0,1569077377,1553699390,0
2109,churn2109@example.com,245,1,1,0,76,67,0,1569596990,1553699390,0
2110,churn2110@example.com,42,0,0,1,12,70,0,1569072452,1553699390,0
2111,churn2111@example.com,253,1,0,1,4,73,0,1568999098,1553699390,0
2112,churn2112@example.com,226,1,1,1,77,19,0,1569567266,1553699390,0
2113,churn2113@example.com,106,1,0,0,99,69,0,1569596990,1553699390,0
2114,churn2114@example.com,78,1,0,0,71,99,0,1568601887,1553699390,0
2115,churn2115@example.com,153,0,1,0,69,33,0,1569596990,1569252586,0
2116,churn2116@example.com,242,0,0,1,37,86,1,1569596990,1568704014,0
2117,churn2117@example.com,161,0,0,0,12,95,0,1569596990,1553699390,0
2118,churn2118@example.com,198,1,1,0,95,76,0,1569596990,1568836231,0
2119,churn2119@example.com,159,1,1,0,91,35,1,1569596990,1569106614,0
2120,churn2120@example.com,290,0,0,0,2,34,0,1569596990,1569581878,0
2121,churn2121@example.com,215,0,0,0,53,0,0,1568672808,1553699390,0
2122,churn2122@example.com,296,0,1,0,67,39,0,1569596990,1553699390,0
2123,churn2123@example.com,280,1,1,1,8,9,1,1569596990,1553699390,0
2124,churn2124@example.com,267,0,0,0,34,32,0,1569596990,1553699390,0
2125,churn2125@example.com,92,0,0,0,61,12,0,1569596990,1569183912,0
2126,churn2126@example.com,159,0,0,1,32,81,1,1569596990,1553699390,0
2127,churn2127@example.com,218,1,1,1,42,19,0,1569596990,1553699390,0
2128,churn2128@example.com,51,1,1,1,26,60,0,1569596990,1553699390,0
2129,churn2129@example.com,56,1,0,1,19,96,0,1569596990,1553699390,0
2130,churn2130@example.com,231,1,1,0,31,7,0,1569171075,1568707649,0
2131,churn2131@example.com,293,0,1,1,39,30,0,1568624567,1553699390,0
2132,churn2132@example.com,137,1,0,0,48,65,0,1569596990,1553699390,0
2133,churn2133@example.com,130,1,0,1,77,79,1,1569596990,1553699390,0
2134,churn2134@example.com,183,1,0,0,4,27,0,1569596990,1553699390,0
2135,churn2135@example.com,131,0,1,0,26,42,0,1569596990,1568721593,0
2136,churn2136@example.com,227,0,1,1,11,26,0,1569596990,1553699390,0
2137,churn2137@example.com,46,0,1,1,17,60,0,1569596990,1568636010,0
2138,churn2138@example.com,280,1,0,0,24,68,0,1569596990,1568958271,0
2139,churn2139@example.com,62,0,1,1,30,26,0,1569428998,1553699390,0
2140,churn2140@example.com,102,0,0,1,34,67,0,1569596990,1553699390,0
2141,churn2141@example.com,220,1,0,0,15,72,1,1569596990,1553699390,0
2142,churn2142@example.com,144,1,0,0,8,94,0,1568783814,1553699390,0
2143,churn2143@example.com,226,1,1,1,18,81,0,1569596990,1553699390,0
2144,churn2144@example.com,47,1,1,0,22,59,0,1569596990,1553699390,0
2145,churn2145@example.com,179,1,1,1,9,34,0,1568997454,1553699390,0
2146,churn2146@example.com,261,1,1,0,71,49,0,1569053543,1553699390,0
2147,churn2147@example.com,165,1,1,0,90,14,1,1569596990,1569047994,0
2148,churn2148@example.com,132,0,0,1,60,22,0,1569596990,1568865437,0
2149,churn2149@example.com,141,1,0,1,31,57,0,1569596990,1568932437,0
2150,churn2150@example.com,152,0,0,1,62,90,0,1569596990,1568877142,0
2151,churn2151@example.com,218,1,0,0,61,100,0,1569596990,1553699390,0
2152,churn2152@example.com,287,0,0,0,33,3,0,1569458656,1553699390,0
2153,churn2153@example.com,214,1,1,1,13,54,0,1569596990,1553699390,0
2154,churn2154@example.com,83,1,0,0,64,19,1,1569596990,1553699390,0
2155,churn2155@example.com,165,0,1,0,91,39,0,1568914048,1553699390,0
2156,churn2156@example.com,212,0,0,0,9,25,1,1569596990,1569531824,0
2157,churn2157@example.com,213,1,0,1,37,79,0,1569596990,1553699390,0
2158,churn2158@example.com,115,0,0,1,71,71,0,1569596990,1553699390,0
2159,churn2159@example.com,138,1,1,0,22,4,0,1569596990,1553699390,1
2160,churn2160@example.com,268,1,1,0,10,76,1,1569596990,1568604366,0
2161,churn2161@example.com,100,1,0,0,26,1,0,1569596990,1553699390,0
2162,churn2162@example.com,82,0,0,0,33,83,0,1569596990,1553699390,0
2163,churn2163@example.com,247,0,1,1,100,78,0,1569596990,1553699390,0
