ChannelType,Id,Address,Attributes.AccountLength,Attributes.PlanOptionA,Attributes.PlanOptionB,Attributes.PlanOptionC,Attributes.UsageWeekdays,Attributes.UsageWeekends,Attributes.SharedWithFriend,Attributes.Churn
EMAIL,1769,churn1769@example.com,220,1,1,0,72,85,0,0
EMAIL,1770,churn1770@example.com,50,1,1,1,70,78,0,0
EMAIL,1771,churn1771@example.com,50,0,0,0,75,1,1,0
EMAIL,1772,churn1772@example.com,285,1,1,0,76,32,0,0
EMAIL,1773,churn1773@example.com,74,0,0,1,8,9,1,0
EMAIL,1774,churn1774@example.com,90,1,1,0,72,1,0,0
EMAIL,1775,churn1775@example.com,280,1,1,0,62,58,0,0
EMAIL,1776,churn1776@example.com,277,1,0,0,60,23,0,0
EMAIL,1777,churn1777@example.com,154,1,0,1,9,51,1,0
EMAIL,1778,churn1778@example.com,291,1,1,0,20,42,0,0
EMAIL,1779,churn1779@example.com,287,0,0,1,64,3,0,0
EMAIL,1780,churn1780@example.com,102,0,0,0,59,35,1,0
EMAIL,1781,churn1781@example.com,90,1,0,1,65,11,0,0
EMAIL,1782,churn1782@example.com,170,0,0,0,36,51,0,0
EMAIL,1783,churn1783@example.com,34,1,1,1,16,19,0,0
EMAIL,1784,churn1784@example.com,229,0,1,0,30,9,1,0
EMAIL,1785,churn1785@example.com,150,1,0,1,58,4,1,0
EMAIL,1786,churn1786@example.com,172,0,0,1,6,41,1,0
EMAIL,1787,churn1787@example.com,95,0,0,0,58,78,0,0
EMAIL,1788,churn1788@example.com,269,1,1,0,3,38,1,0
EMAIL,1789,churn1789@example.com,288,0,0,0,90,73,0,0
EMAIL,1790,churn1790@example.com,110,0,0,1,66,3,0,0
EMAIL,1791,churn1791@example.com,226,0,0,0,23,55,0,0
EMAIL,1792,churn1792@example.com,41,0,1,1,38,17,0,0
EMAIL,1793,churn1793@example.com,215,0,1,0,52,94,1,0
EMAIL,1794,churn1794@example.com,283,0,1,0,67,10,0,0
EMAIL,1795,churn1795@example.com,238,0,1,1,38,2,0,0
EMAIL,1796,churn1796@example.com,190,0,0,0,67,78,0,0
EMAIL,1797,churn1797@example.com,247,1,0,0,73,39,0,0
EMAIL,1798,churn1798@example.com,175,0,1,1,64,32,1,0
EMAIL,1799,churn1799@example.com,270,0,1,0,98,27,0,0
EMAIL,1800,churn1800@example.com,46,1,1,1,20,29,0,0
EMAIL,1801,churn1801@example.com,44,1,1,0,68,49,0,0
EMAIL,1802,churn1802@example.com,55,0,0,0,8,98,0,0
EMAIL,1803,churn1803@example.com,289,0,0,1,75,68,0,0
EMAIL,1804,churn1804@example.com,281,1,1,0,70,26,0,0
EMAIL,1805,churn1805@example.com,294,1,1,1,0,10,0,1
EMAIL,1806,churn1806@example.com,226,1,1,1,9,95,0,0
EMAIL,1807,churn1807@example.com,298,1,0,1,17,43,0,0
EMAIL,1808,churn1808@example.com,140,0,1,0,2,2,0,0
EMAIL,1809,churn1809@example.com,169,0,1,1,4,28,0,0
EMAIL,1810,churn1810@example.com,85,0,0,0,87,85,0,0
EMAIL,1811,churn1811@example.com,224,0,0,0,25,49,1,0
EMAIL,1812,churn1812@example.com,123,0,0,1,42,4,0,0
EMAIL,1813,churn1813@example.com,62,1,0,0,94,85,0,0
EMAIL,1814,churn1814@example.com,236,0,1,0,89,87,0,0
EMAIL,1815,churn1815@example.com,104,0,1,0,28,62,1,0
EMAIL,1816,churn1816@example.com,49,1,1,0,47,6,1,0
EMAIL,1817,churn1817@example.com,167,1,1,1,31,83,0,0
EMAIL,1818,churn1818@example.com,42,0,1,1,91,88,0,0
EMAIL,1819,churn1819@example.com,157,1,0,1,4,48,0,0
EMAIL,1820,churn1820@example.com,80,1,0,1,35,86,1,0
EMAIL,1821,churn1821@example.com,115,1,1,1,32,20,0,0
EMAIL,1822,churn1822@example.com,198,1,1,0,47,100,0,0
EMAIL,1823,churn1823@example.com,256,0,0,0,84,60,0,0
EMAIL,1824,churn1824@example.com,246,0,1,0,73,7,1,0
EMAIL,1825,churn1825@example.com,86,1,0,0,46,49,0,0
EMAIL,1826,churn1826@example.com,156,1,1,1,95,72,0,0
EMAIL,1827,churn1827@example.com,150,0,0,0,56,11,1,0
EMAIL,1828,churn1828@example.com,181,1,0,1,31,22,0,0
EMAIL,1829,churn1829@example.com,111,0,0,1,98,64,0,0
EMAIL,1830,churn1830@example.com,196,1,1,0,90,8,0,0
EMAIL,1831,churn1831@example.com,177,0,1,0,36,67,0,0
EMAIL,1832,churn1832@example.com,245,0,1,1,61,49,0,0
EMAIL,1833,churn1833@example.com,216,1,1,1,52,88,0,0
EMAIL,1834,churn1834@example.com,118,1,0,1,70,54,0,0
EMAIL,1835,churn1835@example.com,108,0,0,0,41,6,0,0
EMAIL,1836,churn1836@example.com,104,1,1,0,58,37,0,0
EMAIL,1837,churn1837@example.com,270,1,1,0,45,91,0,0
EMAIL,1838,churn1838@example.com,116,1,0,0,5,2,0,0
EMAIL,1839,churn1839@example.com,249,0,1,0,91,62,0,0
EMAIL,1840,churn1840@example.com,164,0,0,1,45,72,1,0
EMAIL,1841,churn1841@example.com,54,1,1,0,5,99,0,0
EMAIL,1842,churn1842@example.com,94,0,0,0,3,91,0,0
EMAIL,1843,churn1843@example.com,57,1,1,0,91,93,0,0
EMAIL,1844,churn1844@example.com,120,0,1,1,67,19,0,0
EMAIL,1845,churn1845@example.com,132,0,0,1,45,14,0,0
EMAIL,1846,churn1846@example.com,67,0,0,0,83,7,0,0
EMAIL,1847,churn1847@example.com,152,0,1,0,28,59,0,0
EMAIL,1848,churn1848@example.com,122,1,0,1,18,23,0,0
EMAIL,1849,churn1849@example.com,215,0,1,0,36,61,0,0
EMAIL,1850,churn1850@example.com,213,1,1,1,27,10,0,1
EMAIL,1851,churn1851@example.com,252,1,1,0,74,48,1,0
EMAIL,1852,churn1852@example.com,270,0,0,1,12,33,1,0
EMAIL,1853,churn1853@example.com,215,1,1,1,64,69,0,0
EMAIL,1854,churn1854@example.com,225,0,1,0,29,34,0,0
EMAIL,1855,churn1855@example.com,86,0,0,1,4,89,0,0
EMAIL,1856,churn1856@example.com,95,1,1,1,22,95,0,0
EMAIL,1857,churn1857@example.com,109,1,1,1,7,32,1,0
EMAIL,1858,churn1858@example.com,75,0,1,1,51,44,0,0
EMAIL,1859,churn1859@example.com,265,1,0,1,78,29,1,0
EMAIL,1860,churn1860@example.com,59,0,1,1,48,41,1,0
EMAIL,1861,churn1861@example.com,174,0,0,1,30,36,1,0
EMAIL,1862,churn1862@example.com,284,0,0,1,66,53,0,0
EMAIL,1863,churn1863@example.com,274,1,0,0,34,42,1,0
EMAIL,1864,churn1864@example.com,53,1,1,0,11,88,0,0
EMAIL,1865,churn1865@example.com,147,0,0,0,57,96,1,0
EMAIL,1866,churn1866@example.com,173,0,0,1,100,94,1,0
EMAIL,1867,churn1867@example.com,85,0,0,0,29,54,0,0
EMAIL,1868,churn1868@example.com,146,0,0,0,39,61,0,0
EMAIL,1869,churn1869@example.com,183,1,1,1,88,64,0,0
EMAIL,1870,churn1870@example.com,191,1,0,0,41,28,0,0
EMAIL,1871,churn1871@example.com,252,0,1,0,70,9,0,0
EMAIL,1872,churn1872@example.com,139,1,0,0,25,2,0,0
EMAIL,1873,churn1873@example.com,92,0,0,1,14,60,1,0
EMAIL,1874,churn1874@example.com,50,0,1,0,14,1,0,0
EMAIL,1875,churn1875@example.com,260,0,0,1,95,3,0,0
EMAIL,1876,churn1876@example.com,94,1,0,1,1,36,1,0
EMAIL,1877,churn1877@example.com,161,1,0,0,27,82,1,0
EMAIL,1878,churn1878@example.com,65,1,0,1,15,60,1,0
EMAIL,1879,churn1879@example.com,142,0,1,1,62,83,0,0
EMAIL,1880,churn1880@example.com,250,1,1,1,43,9,0,0
EMAIL,1881,churn1881@example.com,198,0,1,1,68,34,0,0
EMAIL,1882,churn1882@example.com,178,0,0,0,37,19,1,0
EMAIL,1883,churn1883@example.com,263,1,1,0,28,93,0,0
EMAIL,1884,churn1884@example.com,245,1,0,0,83,37,0,0
EMAIL,1885,churn1885@example.com,232,0,0,0,53,68,0,0
EMAIL,1886,churn1886@example.com,117,1,1,1,39,57,0,0
EMAIL,1887,churn1887@example.com,101,0,1,0,92,3,0,0
EMAIL,1888,churn1888@example.com,178,0,1,1,74,3,0,0
EMAIL,1889,churn1889@example.com,145,0,0,1,8,47,0,0
EMAIL,1890,churn1890@example.com,284,0,1,0,96,55,0,0
EMAIL,1891,churn1891@example.com,39,0,0,1,59,75,0,0
EMAIL,1892,churn1892@example.com,52,0,1,1,99,19,0,0
EMAIL,1893,churn1893@example.com,115,1,1,0,89,7,0,0
EMAIL,1894,churn1894@example.com,197,0,1,0,91,30,0,0
EMAIL,1895,churn1895@example.com,259,1,1,0,3,99,0,0
EMAIL,1896,churn1896@example.com,138,0,0,1,86,14,1,0
EMAIL,1897,churn1897@example.com,268,1,1,0,98,21,0,0
EMAIL,1898,churn1898@example.com,265,1,1,1,25,59,0,0
EMAIL,1899,churn1899@example.com,35,0,1,1,14,21,0,0
EMAIL,1900,churn1900@example.com,134,1,1,1,64,69,0,0
EMAIL,1901,churn1901@example.com,98,1,0,1,87,45,0,0
EMAIL,1902,churn1902@example.com,124,0,1,1,4,15,0,0
EMAIL,1903,churn1903@example.com,260,1,1,0,22,54,0,0
EMAIL,1904,churn1904@example.com,144,0,1,1,95,54,0,0
EMAIL,1905,churn1905@example.com,256,1,1,1,69,25,0,0
EMAIL,1906,churn1906@example.com,50,1,1,1,53,31,0,0
EMAIL,1907,churn1907@example.com,270,1,1,0,76,38,0,0
EMAIL,1908,churn1908@example.com,80,1,1,0,81,28,0,0
EMAIL,1909,churn1909@example.com,52,0,1,0,93,45,0,0
EMAIL,1910,churn1910@example.com,132,0,0,0,92,69,0,0
EMAIL,1911,churn1911@example.com,200,1,0,1,90,12,0,0
EMAIL,1912,churn1912@example.com,206,1,0,0,87,24,1,0
EMAIL,1913,churn1913@example.com,76,0,1,0,9,92,1,0
EMAIL,1914,churn1914@example.com,145,1,1,1,84,27,0,0
EMAIL,1915,churn1915@example.com,155,1,1,1,88,25,0,0
EMAIL,1916,churn1916@example.com,34,0,1,1,62,38,0,0
EMAIL,1917,churn1917@example.com,247,0,1,0,39,34,0,0
EMAIL,1918,churn1918@example.com,35,0,0,1,81,51,0,0
EMAIL,1919,churn1919@example.com,257,0,0,1,65,28,0,0
EMAIL,1920,churn1920@example.com,237,1,0,1,75,16,0,0
EMAIL,1921,churn1921@example.com,219,1,1,0,5,36,1,0
EMAIL,1922,churn1922@example.com,278,1,0,1,73,92,0,0
EMAIL,1923,churn1923@example.com,263,0,0,0,13,77,0,0
EMAIL,1924,churn1924@example.com,262,1,0,0,59,30,1,0
EMAIL,1925,churn1925@example.com,101,1,1,1,74,88,0,0
EMAIL,1926,churn1926@example.com,155,0,1,1,45,82,1,0
EMAIL,1927,churn1927@example.com,268,1,1,0,89,6,0,0
EMAIL,1928,churn1928@example.com,271,1,1,1,13,56,0,0
EMAIL,1929,churn1929@example.com,163,1,0,1,55,58,0,0
EMAIL,1930,churn1930@example.com,40,0,0,0,47,79,0,0
EMAIL,1931,churn1931@example.com,213,0,0,1,55,28,0,0
EMAIL,1932,churn1932@example.com,217,0,0,1,96,71,0,0
EMAIL,1933,churn1933@example.com,116,0,1,1,23,37,0,0
EMAIL,1934,churn1934@example.com,295,0,1,1,54,78,0,0
EMAIL,1935,churn1935@example.com,284,0,0,0,27,22,0,0
EMAIL,1936,churn1936@example.com,240,0,1,0,92,56,0,0
EMAIL,1937,churn1937@example.com,217,0,1,0,73,27,1,0
EMAIL,1938,churn1938@example.com,97,0,0,1,29,40,0,0
EMAIL,1939,churn1939@example.com,75,0,1,1,28,84,0,0
EMAIL,1940,churn1940@example.com,219,1,1,1,84,89,0,0
EMAIL,1941,churn1941@example.com,102,1,0,0,21,79,0,0
EMAIL,1942,churn1942@example.com,60,1,0,1,53,65,0,0
EMAIL,1943,churn1943@example.com,287,1,1,1,99,88,0,0
EMAIL,1944,churn1944@example.com,246,1,0,0,82,92,0,0
EMAIL,1945,churn1945@example.com,287,1,1,1,66,21,1,0
EMAIL,1946,churn1946@example.com,138,0,0,1,27,15,0,0
EMAIL,1947,churn1947@example.com,299,0,1,1,56,3,0,0
EMAIL,1948,churn1948@example.com,161,0,1,0,9,70,0,0
EMAIL,1949,churn1949@example.com,248,1,1,1,70,11,0,0
EMAIL,1950,churn1950@example.com,79,1,0,0,79,22,0,0
EMAIL,1951,churn1951@example.com,102,1,1,1,98,100,0,0
EMAIL,1952,churn1952@example.com,216,1,0,0,89,4,0,0
EMAIL,1953,churn1953@example.com,155,0,0,0,69,19,0,0
EMAIL,1954,churn1954@example.com,154,0,0,0,65,54,0,0
EMAIL,1955,churn1955@example.com,46,0,0,1,15,92,1,0
EMAIL,1956,churn1956@example.com,264,1,1,1,79,76,0,0
EMAIL,1957,churn1957@example.com,119,0,1,0,67,31,0,0
EMAIL,1958,churn1958@example.com,152,0,0,1,36,92,0,0
EMAIL,1959,churn1959@example.com,227,1,1,1,98,75,0,0
EMAIL,1960,churn1960@example.com,270,0,0,0,63,52,0,0
EMAIL,1961,churn1961@example.com,116,0,1,1,83,48,0,0
EMAIL,1962,churn1962@example.com,105,0,0,1,96,77,0,0
EMAIL,1963,churn1963@example.com,228,1,0,1,4,10,0,0
EMAIL,1964,churn1964@example.com,137,0,0,0,65,100,0,0
EMAIL,1965,churn1965@example.com,42,0,0,0,15,64,1,0
EMAIL,1966,churn1966@example.com,281,1,1,1,33,89,1,0
EMAIL,1967,churn1967@example.com,42,0,0,1,75,66,0,0
EMAIL,1968,churn1968@example.com,84,1,1,1,3,18,0,1
EMAIL,1969,churn1969@example.com,227,1,0,0,52,47,0,0
EMAIL,1970,churn1970@example.com,261,0,1,1,16,12,0,0
EMAIL,1971,churn1971@example.com,233,0,0,0,53,51,0,0
EMAIL,1972,churn1972@example.com,77,1,0,0,24,76,0,0
EMAIL,1973,churn1973@example.com,89,0,0,1,38,88,0,0
EMAIL,1974,churn1974@example.com,100,0,0,1,16,62,0,0
EMAIL,1975,churn1975@example.com,194,0,1,1,41,67,0,0
EMAIL,1976,churn1976@example.com,263,0,1,0,23,28,0,0
EMAIL,1977,churn1977@example.com,84,0,1,1,28,41,0,0
EMAIL,1978,churn1978@example.com,56,0,1,0,56,13,0,0
EMAIL,1979,churn1979@example.com,224,0,0,0,24,68,0,0
EMAIL,1980,churn1980@example.com,272,0,0,0,24,17,0,0
EMAIL,1981,churn1981@example.com,118,0,0,1,64,42,1,0
EMAIL,1982,churn1982@example.com,67,1,1,1,13,39,0,0
EMAIL,1983,churn1983@example.com,166,1,1,1,48,52,1,0
EMAIL,1984,churn1984@example.com,221,1,1,0,14,73,0,0
EMAIL,1985,churn1985@example.com,188,1,1,1,3,97,0,0
EMAIL,1986,churn1986@example.com,259,1,0,1,75,80,0,0
EMAIL,1987,churn1987@example.com,141,1,1,1,24,89,0,0
EMAIL,1988,churn1988@example.com,61,0,0,0,82,17,0,0
EMAIL,1989,churn1989@example.com,47,1,1,0,25,33,0,0
EMAIL,1990,churn1990@example.com,87,1,0,1,94,6,1,0
EMAIL,1991,churn1991@example.com,115,1,1,0,58,48,0,0
EMAIL,1992,churn1992@example.com,88,1,0,1,62,10,1,0
EMAIL,1993,churn1993@example.com,120,0,0,0,93,67,0,0
EMAIL,1994,churn1994@example.com,300,1,0,0,12,15,1,0
EMAIL,1995,churn1995@example.com,146,1,0,0,81,33,0,0
EMAIL,1996,churn1996@example.com,109,0,0,1,2,51,0,0
EMAIL,1997,churn1997@example.com,226,1,1,1,6,23,0,0
EMAIL,1998,churn1998@example.com,282,1,1,1,96,86,0,0
EMAIL,1999,churn1999@example.com,79,0,0,0,8,97,0,0
EMAIL,2000,churn2000@example.com,252,1,1,1,23,24,0,0
EMAIL,2001,churn2001@example.com,279,0,0,1,78,44,0,0
EMAIL,2002,churn2002@example.com,86,1,1,0,52,48,0,0
EMAIL,2003,churn2003@example.com,204,0,1,1,54,31,0,0
EMAIL,2004,churn2004@example.com,259,0,1,0,62,21,0,0
EMAIL,2005,churn2005@example.com,103,1,0,1,25,69,0,0
EMAIL,2006,churn2006@example.com,293,1,0,1,99,36,0,0
EMAIL,2007,churn2007@example.com,202,1,1,0,75,30,0,0
EMAIL,2008,churn2008@example.com,292,1,0,0,52,2,0,0
EMAIL,2009,churn2009@example.com,67,1,0,0,88,48,0,0
EMAIL,2010,churn2010@example.com,138,0,0,0,92,31,1,0
EMAIL,2011,churn2011@example.com,129,1,0,0,73,33,1,0
EMAIL,2012,churn2012@example.com,111,1,0,0,41,27,0,0
EMAIL,2013,churn2013@example.com,41,1,0,1,11,5,0,0
EMAIL,2014,churn2014@example.com,183,0,1,1,6,34,0,0
EMAIL,2015,churn2015@example.com,209,0,1,1,84,36,1,0
EMAIL,2016,churn2016@example.com,285,0,0,1,74,23,0,0
EMAIL,2017,churn2017@example.com,68,0,0,0,83,38,0,0
EMAIL,2018,churn2018@example.com,259,0,1,0,32,24,1,0
EMAIL,2019,churn2019@example.com,214,0,1,1,46,86,0,0
EMAIL,2020,churn2020@example.com,267,0,1,1,88,32,0,0
EMAIL,2021,churn2021@example.com,58,1,0,0,18,73,1,0
EMAIL,2022,churn2022@example.com,231,0,0,1,27,61,1,0
EMAIL,2023,churn2023@example.com,170,1,0,1,98,68,0,0
EMAIL,2024,churn2024@example.com,131,0,1,1,55,99,0,0
EMAIL,2025,churn2025@example.com,122,1,0,0,79,97,0,0
EMAIL,2026,churn2026@example.com,229,1,0,0,47,6,0,0
EMAIL,2027,churn2027@example.com,117,1,1,0,61,98,1,0
EMAIL,2028,churn2028@example.com,34,1,0,0,12,26,0,0
EMAIL,2029,churn2029@example.com,256,1,1,1,73,74,0,0
EMAIL,2030,churn2030@example.com,86,1,1,1,22,97,0,0
EMAIL,2031,churn2031@example.com,274,1,1,1,57,98,0,0
EMAIL,2032,churn2032@example.com,189,1,0,1,56,84,0,0
EMAIL,2033,churn2033@example.com,160,1,1,0,82,73,0,0
EMAIL,2034,churn2034@example.com,286,0,0,0,36,35,0,0
EMAIL,2035,churn2035@example.com,120,1,1,1,74,19,0,0
EMAIL,2036,churn2036@example.com,258,0,1,1,64,96,0,0
EMAIL,2037,churn2037@example.com,38,0,0,1,94,20,0,0
EMAIL,2038,churn2038@example.com,220,0,1,0,92,21,0,0
EMAIL,2039,churn2039@example.com,86,0,1,1,32,74,0,0
EMAIL,2040,churn2040@example.com,59,0,1,1,59,48,0,0
EMAIL,2041,churn2041@example.com,222,0,1,1,99,53,0,0
EMAIL,2042,churn2042@example.com,223,1,0,1,91,59,0,0
EMAIL,2043,churn2043@example.com,72,0,0,1,96,6,0,0
EMAIL,2044,churn2044@example.com,248,1,0,1,76,37,0,0
EMAIL,2045,churn2045@example.com,232,0,0,0,28,72,0,0
EMAIL,2046,churn2046@example.com,156,0,0,0,14,25,1,0
EMAIL,2047,churn2047@example.com,90,1,0,1,48,28,0,0
EMAIL,2048,churn2048@example.com,251,1,0,0,87,41,0,0
EMAIL,2049,churn2049@example.com,129,1,1,1,80,66,0,0
EMAIL,2050,churn2050@example.com,108,1,0,1,12,19,0,0
EMAIL,2051,churn2051@example.com,246,0,1,1,71,0,0,0
EMAIL,2052,churn2052@example.com,88,0,1,1,57,0,0,0
EMAIL,2053,churn2053@example.com,198,1,0,1,15,70,0,0
EMAIL,2054,churn2054@example.com,183,0,0,1,7,54,0,0
EMAIL,2055,churn2055@example.com,199,1,1,1,15,76,1,0
EMAIL,2056,churn2056@example.com,248,1,1,1,7,30,0,0
EMAIL,2057,churn2057@example.com,69,1,1,0,6,56,0,0
EMAIL,2058,churn2058@example.com,151,1,1,0,76,8,0,0
EMAIL,2059,churn2059@example.com,116,0,0,0,7,83,0,0
EMAIL,2060,churn2060@example.com,299,0,1,1,73,20,0,0
EMAIL,2061,churn2061@example.com,260,0,1,1,41,74,0,0
EMAIL,2062,churn2062@example.com,281,1,0,0,52,24,0,0
EMAIL,2063,churn2063@example.com,99,0,0,0,64,55,1,0
EMAIL,2064,churn2064@example.com,74,1,1,1,59,77,0,0
EMAIL,2065,churn2065@example.com,156,1,1,0,5,16,1,0
EMAIL,2066,churn2066@example.com,295,1,1,1,62,11,0,0
EMAIL,2067,churn2067@example.com,196,0,1,0,85,34,0,0
EMAIL,2068,churn2068@example.com,299,1,0,0,37,84,0,0
EMAIL,2069,churn2069@example.com,67,1,1,1,23,88,0,0
EMAIL,2070,churn2070@example.com,112,1,0,1,68,73,0,0
EMAIL,2071,churn2071@example.com,210,1,0,0,64,1,0,0
EMAIL,2072,churn2072@example.com,30,1,1,1,23,78,0,0
EMAIL,2073,churn2073@example.com,153,1,0,0,3,27,0,0
EMAIL,2074,churn2074@example.com,120,0,1,0,6,14,1,0
EMAIL,2075,churn2075@example.com,139,0,0,1,83,94,0,0
EMAIL,2076,churn2076@example.com,30,1,0,1,55,83,0,0
EMAIL,2077,churn2077@example.com,220,0,1,0,29,8,1,0
EMAIL,2078,churn2078@example.com,54,0,1,0,71,28,0,0
EMAIL,2079,churn2079@example.com,89,1,1,1,62,88,0,0
EMAIL,2080,churn2080@example.com,293,1,0,0,42,34,0,0
EMAIL,2081,churn2081@example.com,150,0,0,1,45,98,0,0
EMAIL,2082,churn2082@example.com,289,1,0,1,72,62,0,0
EMAIL,2083,churn2083@example.com,91,0,0,1,80,93,0,0
EMAIL,2084,churn2084@example.com,251,0,1,0,45,88,0,0
EMAIL,2085,churn2085@example.com,58,1,0,0,49,67,0,0
EMAIL,2086,churn2086@example.com,160,1,1,1,18,91,1,0
EMAIL,2087,churn2087@example.com,112,1,0,1,79,74,0,0
EMAIL,2088,churn2088@example.com,121,0,1,1,19,85,0,0
EMAIL,2089,churn2089@example.com,52,1,1,1,60,41,0,0
EMAIL,2090,churn2090@example.com,287,0,1,1,85,71,0,0
EMAIL,2091,churn2091@example.com,77,0,0,0,16,87,0,0
EMAIL,2092,churn2092@example.com,257,1,1,0,68,81,0,0
EMAIL,2093,churn2093@example.com,40,1,1,1,96,54,0,0
EMAIL,2094,churn2094@example.com,274,1,1,0,80,10,0,0
EMAIL,2095,churn2095@example.com,110,1,1,1,79,30,0,0
EMAIL,2096,churn2096@example.com,226,0,0,0,45,96,0,0
EMAIL,2097,churn2097@example.com,196,0,1,1,69,23,0,0
EMAIL,2098,churn2098@example.com,127,1,0,1,65,45,1,0
EMAIL,2099,churn2099@example.com,151,0,0,1,22,99,1,0
EMAIL,2100,churn2100@example.com,68,0,0,1,19,91,0,0
EMAIL,2101,churn2101@example.com,81,0,0,1,56,30,0,0
EMAIL,2102,churn2102@example.com,151,1,0,0,9,17,0,0
EMAIL,2103,churn2103@example.com,233,1,0,1,43,42,0,0
EMAIL,2104,churn2104@example.com,79,0,0,0,40,29,0,0
EMAIL,2105,churn2105@example.com,292,0,0,1,65,33,0,0
EMAIL,2106,churn2106@example.com,125,1,1,0,44,62,0,0
EMAIL,2107,churn2107@example.com,193,1,0,0,28,33,0,0
EMAIL,2108,churn2108@example.com,270,1,1,0,0,27,0,0
EMAIL,2109,churn2109@example.com,245,1,1,0,76,67,0,0
EMAIL,2110,churn2110@example.com,42,0,0,1,12,70,0,0
EMAIL,2111,churn2111@example.com,253,1,0,1,4,73,0,0
EMAIL,2112,churn2112@example.com,226,1,1,1,77,19,0,0
EMAIL,2113,churn2113@example.com,106,1,0,0,99,69,0,0
EMAIL,2114,churn2114@example.com,78,1,0,0,71,99,0,0
EMAIL,2115,churn2115@example.com,153,0,1,0,69,33,0,0
EMAIL,2116,churn2116@example.com,242,0,0,1,37,86,1,0
EMAIL,2117,churn2117@example.com,161,0,0,0,12,95,0,0
EMAIL,2118,churn2118@example.com,198,1,1,0,95,76,0,0
EMAIL,2119,churn2119@example.com,159,1,1,0,91,35,1,0
EMAIL,2120,churn2120@example.com,290,0,0,0,2,34,0,0
EMAIL,2121,churn2121@example.com,215,0,0,0,53,0,0,0
EMAIL,2122,churn2122@example.com,296,0,1,0,67,39,0,0
EMAIL,2123,churn2123@example.com,280,1,1,1,8,9,1,0
EMAIL,2124,churn2124@example.com,267,0,0,0,34,32,0,0
EMAIL,2125,churn2125@example.com,92,0,0,0,61,12,0,0
EMAIL,2126,churn2126@example.com,159,0,0,1,32,81,1,0
EMAIL,2127,churn2127@example.com,218,1,1,1,42,19,0,0
EMAIL,2128,churn2128@example.com,51,1,1,1,26,60,0,0
EMAIL,2129,churn2129@example.com,56,1,0,1,19,96,0,0
EMAIL,2130,churn2130@example.com,231,1,1,0,31,7,0,0
EMAIL,2131,churn2131@example.com,293,0,1,1,39,30,0,0
EMAIL,2132,churn2132@example.com,137,1,0,0,48,65,0,0
EMAIL,2133,churn2133@example.com,130,1,0,1,77,79,1,0
EMAIL,2134,churn2134@example.com,183,1,0,0,4,27,0,0
EMAIL,2135,churn2135@example.com,131,0,1,0,26,42,0,0
EMAIL,2136,churn2136@example.com,227,0,1,1,11,26,0,0
EMAIL,2137,churn2137@example.com,46,0,1,1,17,60,0,0
EMAIL,2138,churn2138@example.com,280,1,0,0,24,68,0,0
EMAIL,2139,churn2139@example.com,62,0,1,1,30,26,0,0
EMAIL,2140,churn2140@example.com,102,0,0,1,34,67,0,0
EMAIL,2141,churn2141@example.com,220,1,0,0,15,72,1,0
EMAIL,2142,churn2142@example.com,144,1,0,0,8,94,0,0
EMAIL,2143,churn2143@example.com,226,1,1,1,18,81,0,0
EMAIL,2144,churn2144@example.com,47,1,1,0,22,59,0,0
EMAIL,2145,churn2145@example.com,179,1,1,1,9,34,0,0
EMAIL,2146,churn2146@example.com,261,1,1,0,71,49,0,0
EMAIL,2147,churn2147@example.com,165,1,1,0,90,14,1,0
EMAIL,2148,churn2148@example.com,132,0,0,1,60,22,0,0
EMAIL,2149,churn2149@example.com,141,1,0,1,31,57,0,0
EMAIL,2150,churn2150@example.com,152,0,0,1,62,90,0,0
EMAIL,2151,churn2151@example.com,218,1,0,0,61,100,0,0
EMAIL,2152,churn2152@example.com,287,0,0,0,33,3,0,0
EMAIL,2153,churn2153@example.com,214,1,1,1,13,54,0,0
EMAIL,2154,churn2154@example.com,83,1,0,0,64,19,1,0
EMAIL,2155,churn2155@example.com,165,0,1,0,91,39,0,0
EMAIL,2156,churn2156@example.com,212,0,0,0,9,25,1,0
EMAIL,2157,churn2157@example.com,213,1,0,1,37,79,0,0
EMAIL,2158,churn2158@example.com,115,0,0,1,71,71,0,0
EMAIL,2159,churn2159@example.com,138,1,1,0,22,4,0,1
EMAIL,2160,churn2160@example.com,268,1,1,0,10,76,1,0
EMAIL,2161,churn2161@example.com,100,1,0,0,26,1,0,0
EMAIL,2162,churn2162@example.com,82,0,0,0,33,83,0,0
EMAIL,2163,churn2163@example.com,247,0,1,1,100,78,0,0
EMAIL,2164,churn2164@example.com,56,0,0,1,61,80,0,0
EMAIL,2165,churn2165@example.com,157,1,1,1,5,46,0,0
EMAIL,2166,churn2166@example.com,153,1,1,0,88,39,0,0
EMAIL,2167,churn2167@example.com,241,1,1,1,35,2,1,0
EMAIL,2168,churn2168@example.com,30,1,0,1,25,26,0,0
EMAIL,2169,churn2169@example.com,268,1,0,0,77,59,0,0
EMAIL,2170,churn2170@example.com,268,0,1,1,62,57,0,0
EMAIL,2171,churn2171@example.com,97,1,0,0,66,41,0,0
EMAIL,2172,churn2172@example.com,177,0,0,1,70,19,0,0
EMAIL,2173,churn2173@example.com,284,1,0,0,10,46,0,0
EMAIL,2174,churn2174@example.com,152,1,1,1,38,41,0,0
EMAIL,2175,churn2175@example.com,181,0,0,1,28,85,0,0
EMAIL,2176,churn2176@example.com,171,0,1,1,66,99,0,0
